filepath,vendor,session,interaction,participant,export_success,used_filepath,sex
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0014/V02_S5035_I00000499_P5042.mp4,V02,S5035,I00000499,P5042,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0040/V02_S5035_I00000125_P5042.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0018/V00_S0515_I00000381_P0660.mp4,V00,S0515,I00000381,P0660,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0018/V00_S0515_I00000372_P0660.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0031/V00_S0896_I00000134_P0977.mp4,V00,S0896,I00000134,P0977,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0006/V00_S0896_I00000313_P0977.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0003/V01_S0213_I00000138_P1397.mp4,V01,S0213,I00000138,P1397,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0003/V01_S0213_I00000138_P1397.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0032/V03_S1232_I00000066_P3837.mp4,V03,S1232,I00000066,P3837,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0032/V03_S1232_I00000066_P3837.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0039/V03_S2028_I00000249_P5038.mp4,V03,S2028,I00000249,P5038,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0011/V03_S2028_I00000237_P5038.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0011/V01_S0039_I00000129_P1074.mp4,V01,S0039,I00000129,P1074,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0047/V01_S0039_I00000307_P1074.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0032/V01_S1875_I00000625_P1891.mp4,V01,S1875,I00000625,P1891,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0032/V01_S1875_I00000625_P1891.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0006/V00_S1045_I00000007_P1066.mp4,V00,S1045,I00000007,P1066,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0013/V00_S1045_I00000008_P1066.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0024/V00_S0282_I00000482_P0381.mp4,V00,S0282,I00000482,P0381,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0005/V00_S0282_I00000520_P0381.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0029/V01_S0066_I00000632_P1124.mp4,V01,S0066,I00000632,P1124,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0038/V01_S0066_I00000140_P1124.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0063/V03_S0050_I00000307_P1118.mp4,V03,S0050,I00000307,P1118,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0020/V03_S0050_I00000126_P1118.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0124_I00000384_P0184.mp4,V00,S0124,I00000384,P0184,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0124_I00000384_P0184.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0020/V01_S1875_I00000188_P2761.mp4,V01,S1875,I00000188,P2761,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0003/V01_S1875_I00000357_P2761.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0009/V01_S0158_I00000137_P1290.mp4,V01,S0158,I00000137,P1290,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0003/V01_S0158_I00000128_P1290.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0040/V00_S0305_I00000140_P0116.mp4,V00,S0305,I00000140,P0116,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0038/V00_S0305_I00000371_P0116.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0064/V03_S0997_I00000130_P3430.mp4,V03,S0997,I00000130,P3430,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0066/V03_S0997_I00000140_P3430.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0001/V03_S0870_I00000068_P2962.mp4,V03,S0870,I00000068,P2962,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0054/V03_S0870_I00000059_P2962.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0006/V00_S0314_I00000497_P0422.mp4,V00,S0314,I00000497,P0422,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0015/V00_S0314_I00000129_P0422.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0056/V03_S0139_I00000500_P1303.mp4,V03,S0139,I00000500,P1303,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0120/V03_S0139_I00000483_P1303.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0024/V01_S0220_I00000130_P1500.mp4,V01,S0220,I00000130,P1500,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0032/V01_S0220_I00000126_P1500.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0014/V03_S1731_I00000335_P4934.mp4,V03,S1731,I00000335,P4934,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0068/V03_S1731_I00000334_P4934.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0023/V03_S1869_I00000299_P3837.mp4,V03,S1869,I00000299,P3837,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0083/V03_S1869_I00000302_P3837.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0022/V00_S0152_I00000140_P0216.mp4,V00,S0152,I00000140,P0216,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0030/V00_S0152_I00000381_P0216.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0020/V00_S0825_I00000129_P0959.mp4,V00,S0825,I00000129,P0959,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0030/V00_S0825_I00000462_P0959.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0119/V03_S1417_I00000320_P4104.mp4,V03,S1417,I00000320,P4104,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0070/V03_S1417_I00000428_P4104.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0022/V03_S2084_I00000241_P5679.mp4,V03,S2084,I00000241,P5679,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0022/V03_S2084_I00000241_P5679.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0051/V02_S5153_I00000280_P5191.mp4,V02,S5153,I00000280,P5191,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0037/V02_S5153_I00000305_P5191.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0071/V03_S0208_I00000490_P1455.mp4,V03,S0208,I00000490,P1455,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0115/V03_S0208_I00000484_P1455.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0031/V03_S0871_I00000114_P2966.mp4,V03,S0871,I00000114,P2966,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0031/V03_S0871_I00000114_P2966.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0032/V00_S0282_I00000487_P0380.mp4,V00,S0282,I00000487,P0380,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0032/V00_S0282_I00000487_P0380.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0010/V00_S0589_I00000501_P0742.mp4,V00,S0589,I00000501,P0742,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0033/V00_S0589_I00000497_P0742.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0038/V00_S0513_I00000125_P0655.mp4,V00,S0513,I00000125,P0655,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0024/V00_S0513_I00000128_P0655.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0108/V03_S1715_I00000377_P4893.mp4,V03,S1715,I00000377,P4893,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0059/V03_S1715_I00000373_P4893.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0037/V03_S1096_I00000256_P5629.mp4,V03,S1096,I00000256,P5629,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0084/V03_S1096_I00000005_P5629.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0036/V01_S1402_I00000138_P2422.mp4,V01,S1402,I00000138,P2422,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0003/V01_S1402_I00000135_P2422.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0047/V03_S1930_I00000111_P5055.mp4,V03,S1930,I00000111,P5055,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0047/V03_S1930_I00000106_P5055.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0028/V00_S0731_I00000500_P0879.mp4,V00,S0731,I00000500,P0879,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0036/V00_S0731_I00000514_P0879.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0007/V00_S0908_I00000383_P1009.mp4,V00,S0908,I00000383,P1009,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0024/V00_S0908_I00000376_P1009.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0035/V00_S0553_I00000307_P0466.mp4,V00,S0553,I00000307,P0466,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0019/V00_S0553_I00000499_P0466.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0024/V00_S0554_I00000462_P0697.mp4,V00,S0554,I00000462,P0697,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0043/V00_S0554_I00000134_P0697.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0053/V03_S0478_I00000059_P1811.mp4,V03,S0478,I00000059,P1811,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0009/V03_S0478_I00000064_P1811.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0045/V03_S1662_I00000121_P2768.mp4,V03,S1662,I00000121,P2768,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0061/V03_S1662_I00000111_P2768.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0005/V00_S0515_I00000373_P0371.mp4,V00,S0515,I00000373,P0371,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0019/V00_S0515_I00000377_P0371.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0040/V03_S1169_I00000428_P3730.mp4,V03,S1169,I00000428,P3730,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0063/V03_S1169_I00000325_P3730.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0019/V00_S0948_I00000382_P1041.mp4,V00,S0948,I00000382,P1041,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0012/V00_S0948_I00000372_P1041.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0041/V00_S0428_I00000484_P0562.mp4,V00,S0428,I00000484,P0562,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0037/V00_S0428_I00000482_P0562.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0044/V02_S5153_I00000305_P5192.mp4,V02,S5153,I00000305,P5192,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0031/V02_S5153_I00000303_P5192.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0040/V01_S0162_I00000128_P1297.mp4,V01,S0162,I00000128,P1297,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0012/V01_S0162_I00000125_P1297.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0004/V00_S0062_I00000132_P0092.mp4,V00,S0062,I00000132,P0092,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0013/V00_S0062_I00000497_P0092.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0002/V00_S0155_I00000126_P0223.mp4,V00,S0155,I00000126,P0223,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0005/V00_S0155_I00000125_P0223.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0014/V03_S0050_I00000125_P1119.mp4,V03,S0050,I00000125,P1119,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0003/V03_S0050_I00000462_P1119.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0042/V00_S0426_I00000382_P0421.mp4,V00,S0426,I00000382,P0421,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0009/V00_S0426_I00000385_P0421.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0030/V00_S0548_I00000462_P0694.mp4,V00,S0548,I00000462,P0694,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0014/V00_S0548_I00000138_P0694.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0056/V03_S0120_I00000307_P1265.mp4,V03,S0120,I00000307,P1265,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0085/V03_S0120_I00000137_P1265.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0106/V03_S0766_I00000125_P1657.mp4,V03,S0766,I00000125,P1657,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0046/V03_S0766_I00000471_P1657.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0003/V00_S0557_I00000514_P0108.mp4,V00,S0557,I00000514,P0108,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0003/V00_S0557_I00000514_P0108.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0006/V01_S1553_I00000137_P2548.mp4,V01,S1553,I00000137,P2548,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0034/V01_S1553_I00000127_P2548.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0019/V03_S2054_I00000279_P5607.mp4,V03,S2054,I00000279,P5607,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0032/V03_S2054_I00000216_P5607.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0050/V01_S0103_I00000131_P1195.mp4,V01,S0103,I00000131,P1195,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0006/V01_S0103_I00000138_P1195.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0029/V03_S0478_I00000059_P1810.mp4,V03,S0478,I00000059,P1810,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0064/V03_S0478_I00000056_P1810.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0024/V00_S0896_I00000137_P0999.mp4,V00,S0896,I00000137,P0999,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0000/V00_S0896_I00000128_P0999.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0014/V00_S0314_I00000135_P0421.mp4,V00,S0314,I00000135,P0421,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0030/V00_S0314_I00000137_P0421.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0035/V00_S0948_I00000379_P1040.mp4,V00,S0948,I00000379,P1040,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0024/V00_S0948_I00000382_P1040.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0039/V03_S1952_I00000335_P5329.mp4,V03,S1952,I00000335,P5329,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0007/V03_S1952_I00000337_P5329.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0005/V00_S0937_I00000132_P1033.mp4,V00,S0937,I00000132,P1033,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0023/V00_S0937_I00000128_P1033.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0025/V01_S0281_I00000138_P1599.mp4,V01,S0281,I00000138,P1599,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0022/V01_S0281_I00000125_P1599.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0001/V03_S1930_I00000110_P5054.mp4,V03,S1930,I00000110,P5054,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0012/V03_S1930_I00000112_P5054.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0037/V00_S0360_I00000377_P0485.mp4,V00,S0360,I00000377,P0485,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0018/V00_S0360_I00000375_P0485.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0002/V00_S1469_I00000226_P0399.mp4,V00,S1469,I00000226,P0399,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0008/V00_S1469_I00000195_P0399.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0020/V03_S1221_I00000297_P3778.mp4,V03,S1221,I00000297,P3778,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0066/V03_S1221_I00000281_P3778.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0022/V01_S0192_I00000462_P1356.mp4,V01,S0192,I00000462,P1356,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0032/V01_S0192_I00000134_P1356.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0031/V01_S1264_I00000131_P1917.mp4,V01,S1264,I00000131,P1917,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0004/V01_S1264_I00000125_P1917.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0122/V03_S0975_I00000269_P3359.mp4,V03,S0975,I00000269,P3359,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0085/V03_S0975_I00000264_P3359.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0024/V00_S0553_I00000128_P0696.mp4,V00,S0553,I00000128,P0696,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0024/V00_S0553_I00000128_P0696.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0031/V00_S0691_I00000520_P0500.mp4,V00,S0691,I00000520,P0500,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0040/V00_S0691_I00000480_P0500.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0024/V00_S0922_I00000481_P1020.mp4,V00,S0922,I00000481,P1020,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0024/V00_S0922_I00000481_P1020.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0004/V03_S0871_I00000109_P2967.mp4,V03,S0871,I00000109,P2967,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0009/V03_S0871_I00000115_P2967.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0032/V00_S0377_I00000478_P0410.mp4,V00,S0377,I00000478,P0410,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0041/V00_S0377_I00000486_P0410.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0101/V03_S1869_I00000070_P5265.mp4,V03,S1869,I00000070,P5265,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0062/V03_S1869_I00000280_P5265.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0015/V03_S0975_I00000266_P3358.mp4,V03,S0975,I00000266,P3358,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0049/V03_S0975_I00000277_P3358.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0038/V00_S0274_I00000497_P0371.mp4,V00,S0274,I00000497,P0371,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0028/V00_S0274_I00000462_P0371.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0049/V03_S1755_I00000222_P5060.mp4,V03,S1755,I00000222,P5060,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0003/V03_S1755_I00000332_P5060.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0094/V03_S1493_I00000480_P2634.mp4,V03,S1493,I00000480,P2634,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0065/V03_S1493_I00000479_P2634.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0033/V00_S0080_I00000135_P0116.mp4,V00,S0080,I00000135,P0116,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0041/V00_S0080_I00000378_P0116.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0005/V00_S0305_I00000386_P0410.mp4,V00,S0305,I00000386,P0410,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0044/V00_S0305_I00000371_P0410.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0066/V03_S1618_I00000003_P4603.mp4,V03,S1618,I00000003,P4603,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0000/V03_S1618_I00000009_P4603.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0021/V03_S0921_I00000429_P3165.mp4,V03,S0921,I00000429,P3165,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0114/V03_S0921_I00000317_P3165.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0053/V03_S1054_I00000157_P2615.mp4,V03,S1054,I00000157,P2615,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0095/V03_S1054_I00000147_P2615.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0017/V01_S0195_I00000127_P1363.mp4,V01,S0195,I00000127,P1363,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0030/V01_S0195_I00000131_P1363.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0009/V03_S2054_I00000211_P1596.mp4,V03,S2054,I00000211,P1596,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0003/0000/V03_S2054_I00000217_P1596.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0005/V00_S0554_I00000501_P0467.mp4,V00,S0554,I00000501,P0467,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0023/V00_S0554_I00000497_P0467.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0025/V00_S0347_I00000139_P0466.mp4,V00,S0347,I00000139,P0466,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0037/V00_S0347_I00000309_P0466.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0003/V00_S0908_I00000383_P1007.mp4,V00,S0908,I00000383,P1007,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0013/V00_S0908_I00000385_P1007.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0118_I00000129_P0173.mp4,V00,S0118,I00000129,P0173,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0118_I00000129_P0173.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0007/V00_S0513_I00000128_P0326.mp4,V00,S0513,I00000128,P0326,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0040/V00_S0513_I00000126_P0326.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0031/V00_S0521_I00000126_P0663.mp4,V00,S0521,I00000126,P0663,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0031/V00_S0521_I00000126_P0663.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0030/V00_S0627_I00000373_P0780.mp4,V00,S0627,I00000373,P0780,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0034/V00_S0627_I00000371_P0780.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0026/V00_S0255_I00000137_P0351.mp4,V00,S0255,I00000137,P0351,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0030/V00_S0255_I00000126_P0351.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0043/V00_S0526_I00000125_P0671.mp4,V00,S0526,I00000125,P0671,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0033/V00_S0526_I00000497_P0671.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0042/V03_S0213_I00000138_P1466.mp4,V03,S0213,I00000138,P1466,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0002/0030/V03_S0213_I00000132_P1466.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0019/V00_S0522_I00000478_P0410.mp4,V00,S0522,I00000478,P0410,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0005/V00_S0522_I00000514_P0410.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0031/V01_S0162_I00000632_P1298.mp4,V01,S0162,I00000632,P1298,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0001/0022/V01_S0162_I00000125_P1298.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0032/V00_S0526_I00000129_P0672.mp4,V00,S0526,I00000129,P0672,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0032/V00_S0526_I00000129_P0672.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0004/V01_S0283_I00000273_P1604.mp4,V01,S0283,I00000273,P1604,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0023/V01_S0283_I00000265_P1604.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0068/V02_S5054_I00000241_P5062.mp4,V02,S5054,I00000241,P5062,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0002/0068/V02_S5054_I00000241_P5062.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0119_I00000483_P0175.mp4,V00,S0119,I00000483,P0175,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0119_I00000483_P0175.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0018/V00_S1997_I00000190_P1247.mp4,V00,S1997,I00000190,P1247,True,/Users/m/datasets/seamless_interaction/naturalistic/test/0000/0018/V00_S1997_I00000190_P1247.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0124_I00000372_P0183.mp4,V00,S0124,I00000372,P0183,True,/Users/m/datasets/seamless_interaction/naturalistic/train/0002/0008/V00_S0124_I00000372_P0183.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0013/V00_S1085_I00000186_P1076.mp4,V00,S1085,I00000186,P1076,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0040/V00_S1085_I00000188_P1076.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0021/V00_S1085_I00000184_P0989.mp4,V00,S1085,I00000184,P0989,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0001/0012/V00_S1085_I00000182_P0989.mp4,
/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0040/V00_S0377_I00000495_P0500.mp4,V00,S0377,I00000495,P0500,True,/Users/m/datasets/seamless_interaction/naturalistic/dev/0000/0032/V00_S0377_I00000490_P0500.mp4,
